aciertos,errores,tiempo_promedio,intentos,score,grado,operacion_recomendada,descripcion
9,0,28.57,3,3.715,3,resta,"Desempeño regular en resta, practicar más."
7,4,50.31,5,-17.155,1,suma,"Bajo desempeño en suma, reforzar bases."
6,8,59.17,4,-29.585,1,suma,"Bajo desempeño en suma, reforzar bases."
13,19,15.26,3,-10.129999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
14,7,32.62,4,1.1900000000000013,3,resta,"Desempeño regular en resta, practicar más."
1,10,56.78,5,-41.39,1,suma,"Bajo desempeño en suma, reforzar bases."
9,20,48.13,2,-36.065,1,suma,"Bajo desempeño en suma, reforzar bases."
19,14,13.94,3,10.030000000000001,5,division,"Excelente desempeño en division, puede avanzar."
16,7,5.43,5,18.785,6,division,"Excelente desempeño en division, puede avanzar."
1,13,28.7,5,-31.85,1,suma,"Bajo desempeño en suma, reforzar bases."
20,17,9.41,3,9.795,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,0,17.54,1,23.23,6,division,"Excelente desempeño en division, puede avanzar."
15,14,40.24,4,-11.120000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
20,11,23.64,3,11.68,5,division,"Excelente desempeño en division, puede avanzar."
10,19,9.93,1,-13.465,1,suma,"Bajo desempeño en suma, reforzar bases."
0,10,28.39,4,-29.195,1,suma,"Bajo desempeño en suma, reforzar bases."
10,12,35.82,2,-15.91,1,suma,"Bajo desempeño en suma, reforzar bases."
19,4,44.29,4,9.855,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
6,7,18.8,2,-7.9,1,suma,"Bajo desempeño en suma, reforzar bases."
13,4,43.68,4,-1.8399999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
7,18,34.08,4,-30.04,1,suma,"Bajo desempeño en suma, reforzar bases."
19,18,53.7,3,-15.850000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
10,4,16.49,2,5.755000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
0,6,46.04,1,-32.019999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
19,17,54.18,2,-14.59,1,suma,"Bajo desempeño en suma, reforzar bases."
4,3,14.9,5,-3.95,2,suma,"Bajo desempeño en suma, reforzar bases."
5,19,45.47,2,-41.235,1,suma,"Bajo desempeño en suma, reforzar bases."
15,8,27.53,5,4.234999999999999,3,resta,"Desempeño regular en resta, practicar más."
6,19,15.25,5,-24.125,1,suma,"Bajo desempeño en suma, reforzar bases."
5,5,23.23,2,-9.115,1,suma,"Bajo desempeño en suma, reforzar bases."
14,8,34.73,4,-1.3649999999999984,2,suma,"Bajo desempeño en suma, reforzar bases."
4,17,26.86,3,-30.93,1,suma,"Bajo desempeño en suma, reforzar bases."
16,14,20.92,2,0.5399999999999991,3,resta,"Desempeño regular en resta, practicar más."
8,16,41.61,5,-28.805,1,suma,"Bajo desempeño en suma, reforzar bases."
4,14,21.28,1,-23.64,1,suma,"Bajo desempeño en suma, reforzar bases."
2,20,9.19,3,-30.595,1,suma,"Bajo desempeño en suma, reforzar bases."
11,11,21.26,1,-5.130000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
3,8,28.84,2,-20.42,1,suma,"Bajo desempeño en suma, reforzar bases."
13,18,16.63,1,-9.315,1,suma,"Bajo desempeño en suma, reforzar bases."
13,13,20.86,1,-3.9299999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
16,8,8.63,5,15.684999999999999,6,division,"Excelente desempeño en division, puede avanzar."
10,4,44.38,3,-8.190000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
10,10,25.61,1,-7.805,1,suma,"Bajo desempeño en suma, reforzar bases."
6,18,11.88,1,-20.94,1,suma,"Bajo desempeño en suma, reforzar bases."
5,20,22.54,4,-31.27,1,suma,"Bajo desempeño en suma, reforzar bases."
0,14,20.93,3,-31.465,1,suma,"Bajo desempeño en suma, reforzar bases."
19,11,17.8,2,12.6,5,division,"Excelente desempeño en division, puede avanzar."
2,20,6.64,4,-29.32,1,suma,"Bajo desempeño en suma, reforzar bases."
10,2,40.66,4,-3.3299999999999983,2,suma,"Bajo desempeño en suma, reforzar bases."
7,7,44.66,3,-18.83,1,suma,"Bajo desempeño en suma, reforzar bases."
6,9,6.51,5,-4.755,2,suma,"Bajo desempeño en suma, reforzar bases."
14,8,15.81,3,8.094999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,20,26.24,2,-39.12,1,suma,"Bajo desempeño en suma, reforzar bases."
19,7,18.89,4,18.055,6,division,"Excelente desempeño en division, puede avanzar."
1,13,17.38,3,-26.189999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
4,5,6.24,1,-2.62,2,suma,"Bajo desempeño en suma, reforzar bases."
6,16,38.36,3,-31.18,1,suma,"Bajo desempeño en suma, reforzar bases."
14,18,47.1,2,-22.55,1,suma,"Bajo desempeño en suma, reforzar bases."
3,9,5.05,3,-10.025,1,suma,"Bajo desempeño en suma, reforzar bases."
10,15,56.44,1,-30.72,1,suma,"Bajo desempeño en suma, reforzar bases."
16,18,46.43,4,-18.215,1,suma,"Bajo desempeño en suma, reforzar bases."
11,2,33.19,5,2.405000000000001,3,resta,"Desempeño regular en resta, practicar más."
5,3,41.28,5,-15.14,1,suma,"Bajo desempeño en suma, reforzar bases."
4,19,28.42,1,-34.71,1,suma,"Bajo desempeño en suma, reforzar bases."
17,3,46.9,2,6.050000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,7,45.47,3,2.7650000000000006,3,resta,"Desempeño regular en resta, practicar más."
13,10,9.48,1,6.26,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
1,12,32.54,4,-32.269999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
12,0,47.11,2,0.4450000000000003,3,resta,"Desempeño regular en resta, practicar más."
20,1,20.76,4,28.119999999999997,6,division,"Excelente desempeño en division, puede avanzar."
0,1,40.61,3,-21.805,1,suma,"Bajo desempeño en suma, reforzar bases."
17,7,55.54,4,-4.27,2,suma,"Bajo desempeño en suma, reforzar bases."
6,10,46.87,3,-26.435,1,suma,"Bajo desempeño en suma, reforzar bases."
3,8,12.94,5,-12.469999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,9,32.51,4,-17.755,1,suma,"Bajo desempeño en suma, reforzar bases."
10,19,55.21,2,-36.105000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
20,0,7.28,4,36.36,6,division,"Excelente desempeño en division, puede avanzar."
11,10,42.95,4,-14.475000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
7,4,24.96,4,-4.48,2,suma,"Bajo desempeño en suma, reforzar bases."
9,6,34.08,3,-8.04,1,suma,"Bajo desempeño en suma, reforzar bases."
17,19,17.77,4,-3.385,2,suma,"Bajo desempeño en suma, reforzar bases."
5,11,31.44,5,-22.22,1,suma,"Bajo desempeño en suma, reforzar bases."
16,2,54.91,1,1.5450000000000017,3,resta,"Desempeño regular en resta, practicar más."
13,11,55.29,1,-18.145,1,suma,"Bajo desempeño en suma, reforzar bases."
14,19,47.79,4,-24.395,1,suma,"Bajo desempeño en suma, reforzar bases."
9,7,18.56,5,-1.7799999999999994,2,suma,"Bajo desempeño en suma, reforzar bases."
19,13,18.88,1,9.06,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,9,33.38,2,-22.19,1,suma,"Bajo desempeño en suma, reforzar bases."
0,8,58.6,2,-41.3,1,suma,"Bajo desempeño en suma, reforzar bases."
4,2,44.07,2,-17.035,1,suma,"Bajo desempeño en suma, reforzar bases."
0,2,34.46,4,-20.23,1,suma,"Bajo desempeño en suma, reforzar bases."
13,20,5.4,1,-6.7,1,suma,"Bajo desempeño en suma, reforzar bases."
2,17,5.74,5,-24.37,1,suma,"Bajo desempeño en suma, reforzar bases."
8,3,24.28,3,-0.6400000000000006,2,suma,"Bajo desempeño en suma, reforzar bases."
15,16,57.88,2,-22.94,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,58.23,5,-39.114999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
7,0,52.8,3,-12.399999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
12,10,28.72,3,-5.359999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
4,5,57.46,2,-28.23,1,suma,"Bajo desempeño en suma, reforzar bases."
19,7,21.42,5,16.79,6,division,"Excelente desempeño en division, puede avanzar."
2,0,49.33,3,-20.665,1,suma,"Bajo desempeño en suma, reforzar bases."
13,13,7.98,5,2.51,3,resta,"Desempeño regular en resta, practicar más."
9,11,26.31,2,-11.655,1,suma,"Bajo desempeño en suma, reforzar bases."
2,0,54.88,1,-23.44,1,suma,"Bajo desempeño en suma, reforzar bases."
15,11,44.93,1,-8.965,1,suma,"Bajo desempeño en suma, reforzar bases."
3,6,10.73,1,-8.365,1,suma,"Bajo desempeño en suma, reforzar bases."
8,18,25.18,3,-23.59,1,suma,"Bajo desempeño en suma, reforzar bases."
11,0,21.02,5,11.49,5,division,"Excelente desempeño en division, puede avanzar."
19,19,32.04,1,-6.52,1,suma,"Bajo desempeño en suma, reforzar bases."
14,3,25.38,4,10.81,5,division,"Excelente desempeño en division, puede avanzar."
19,19,8.38,1,5.31,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,14,54.42,3,-38.21,1,suma,"Bajo desempeño en suma, reforzar bases."
2,14,39.26,2,-36.629999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
13,10,23.13,2,-0.5649999999999995,2,suma,"Bajo desempeño en suma, reforzar bases."
9,9,20.51,5,-5.755000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
5,3,30.11,5,-9.555,1,suma,"Bajo desempeño en suma, reforzar bases."
8,4,56.78,2,-18.39,1,suma,"Bajo desempeño en suma, reforzar bases."
16,8,24.57,1,7.715,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
1,14,37.36,1,-37.68,1,suma,"Bajo desempeño en suma, reforzar bases."
12,6,18.27,4,5.865,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,13,16.39,3,-23.695,1,suma,"Bajo desempeño en suma, reforzar bases."
0,5,8.0,3,-11.5,1,suma,"Bajo desempeño en suma, reforzar bases."
13,8,29.64,4,-0.8200000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
5,7,19.95,3,-10.475,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,33.43,3,8.285,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,12,11.99,3,16.005,6,division,"Excelente desempeño en division, puede avanzar."
5,11,40.07,5,-26.535,1,suma,"Bajo desempeño en suma, reforzar bases."
20,19,59.21,3,-18.105,1,suma,"Bajo desempeño en suma, reforzar bases."
17,18,43.6,2,-14.8,1,suma,"Bajo desempeño en suma, reforzar bases."
13,10,31.86,4,-4.93,2,suma,"Bajo desempeño en suma, reforzar bases."
3,18,19.67,4,-30.835,1,suma,"Bajo desempeño en suma, reforzar bases."
7,5,40.65,5,-13.825,1,suma,"Bajo desempeño en suma, reforzar bases."
4,9,46.27,3,-28.635,1,suma,"Bajo desempeño en suma, reforzar bases."
16,9,44.53,2,-3.7650000000000006,2,suma,"Bajo desempeño en suma, reforzar bases."
1,1,10.11,3,-4.555,2,suma,"Bajo desempeño en suma, reforzar bases."
9,7,31.97,5,-8.485,1,suma,"Bajo desempeño en suma, reforzar bases."
8,5,38.35,1,-10.675,1,suma,"Bajo desempeño en suma, reforzar bases."
9,1,18.07,2,7.465,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,1,37.4,4,-2.1999999999999993,2,suma,"Bajo desempeño en suma, reforzar bases."
3,17,53.1,4,-46.05,1,suma,"Bajo desempeño en suma, reforzar bases."
3,4,8.16,4,-4.08,2,suma,"Bajo desempeño en suma, reforzar bases."
3,1,51.47,4,-21.235,1,suma,"Bajo desempeño en suma, reforzar bases."
9,20,38.97,2,-31.485,1,suma,"Bajo desempeño en suma, reforzar bases."
14,20,38.35,3,-21.175,1,suma,"Bajo desempeño en suma, reforzar bases."
7,14,52.7,4,-33.35,1,suma,"Bajo desempeño en suma, reforzar bases."
2,11,13.69,4,-19.345,1,suma,"Bajo desempeño en suma, reforzar bases."
6,16,35.75,4,-29.875,1,suma,"Bajo desempeño en suma, reforzar bases."
6,8,55.85,3,-27.925,1,suma,"Bajo desempeño en suma, reforzar bases."
5,10,57.23,2,-33.614999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
11,4,27.57,2,2.215,3,resta,"Desempeño regular en resta, practicar más."
13,13,35.24,4,-11.120000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
6,2,43.54,4,-12.77,1,suma,"Bajo desempeño en suma, reforzar bases."
6,15,13.92,1,-17.46,1,suma,"Bajo desempeño en suma, reforzar bases."
5,20,13.59,5,-26.795,1,suma,"Bajo desempeño en suma, reforzar bases."
10,8,35.07,3,-9.535,1,suma,"Bajo desempeño en suma, reforzar bases."
7,19,35.71,4,-32.355000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,41.29,3,-21.645,1,suma,"Bajo desempeño en suma, reforzar bases."
5,0,38.25,4,-9.125,1,suma,"Bajo desempeño en suma, reforzar bases."
15,7,11.37,1,13.815000000000001,5,division,"Excelente desempeño en division, puede avanzar."
2,0,57.88,4,-24.94,1,suma,"Bajo desempeño en suma, reforzar bases."
9,6,37.07,3,-9.535,1,suma,"Bajo desempeño en suma, reforzar bases."
16,5,48.4,2,0.3000000000000007,3,resta,"Desempeño regular en resta, practicar más."
18,2,26.74,4,19.630000000000003,6,division,"Excelente desempeño en division, puede avanzar."
16,10,57.35,5,-11.675,1,suma,"Bajo desempeño en suma, reforzar bases."
6,10,20.14,3,-13.07,1,suma,"Bajo desempeño en suma, reforzar bases."
9,12,51.13,3,-25.565,1,suma,"Bajo desempeño en suma, reforzar bases."
17,2,31.85,1,15.075,6,division,"Excelente desempeño en division, puede avanzar."
20,11,43.93,2,1.5350000000000001,3,resta,"Desempeño regular en resta, practicar más."
18,17,56.37,2,-17.685,1,suma,"Bajo desempeño en suma, reforzar bases."
12,2,31.11,2,5.445,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
14,5,25.03,2,7.984999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,4,54.63,1,-25.315,1,suma,"Bajo desempeño en suma, reforzar bases."
11,6,22.67,1,1.6649999999999991,3,resta,"Desempeño regular en resta, practicar más."
11,7,35.29,5,-6.145,1,suma,"Bajo desempeño en suma, reforzar bases."
12,10,15.25,3,1.375,3,resta,"Desempeño regular en resta, practicar más."
18,16,7.53,1,8.235,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,8,52.83,5,-22.415,1,suma,"Bajo desempeño en suma, reforzar bases."
4,3,46.79,4,-19.895,1,suma,"Bajo desempeño en suma, reforzar bases."
3,4,6.0,1,-3.0,2,suma,"Bajo desempeño en suma, reforzar bases."
16,13,58.3,2,-16.65,1,suma,"Bajo desempeño en suma, reforzar bases."
1,5,40.92,1,-25.96,1,suma,"Bajo desempeño en suma, reforzar bases."
1,14,56.73,3,-47.364999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
1,1,46.86,2,-22.93,1,suma,"Bajo desempeño en suma, reforzar bases."
15,1,55.48,5,0.7600000000000016,3,resta,"Desempeño regular en resta, practicar más."
2,6,39.65,1,-24.825,1,suma,"Bajo desempeño en suma, reforzar bases."
12,20,14.29,4,-13.145,1,suma,"Bajo desempeño en suma, reforzar bases."
6,18,53.69,3,-41.845,1,suma,"Bajo desempeño en suma, reforzar bases."
20,8,50.13,4,2.9349999999999987,3,resta,"Desempeño regular en resta, practicar más."
11,10,28.47,3,-7.234999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
18,11,39.65,2,-0.3249999999999993,2,suma,"Bajo desempeño en suma, reforzar bases."
6,13,30.2,2,-22.6,1,suma,"Bajo desempeño en suma, reforzar bases."
18,17,5.71,5,7.645,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,6,9.71,4,26.145,6,division,"Excelente desempeño en division, puede avanzar."
18,10,33.99,3,4.004999999999999,3,resta,"Desempeño regular en resta, practicar más."
15,15,8.96,1,3.0199999999999996,3,resta,"Desempeño regular en resta, practicar más."
8,2,53.72,5,-13.86,1,suma,"Bajo desempeño en suma, reforzar bases."
15,18,41.68,1,-17.84,1,suma,"Bajo desempeño en suma, reforzar bases."
12,19,41.18,5,-25.09,1,suma,"Bajo desempeño en suma, reforzar bases."
0,5,32.59,4,-23.795,1,suma,"Bajo desempeño en suma, reforzar bases."
18,3,18.68,5,22.16,6,division,"Excelente desempeño en division, puede avanzar."
6,19,43.78,3,-38.39,1,suma,"Bajo desempeño en suma, reforzar bases."
1,7,30.13,1,-23.564999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
5,6,53.25,3,-25.625,1,suma,"Bajo desempeño en suma, reforzar bases."
1,4,27.69,1,-17.845,1,suma,"Bajo desempeño en suma, reforzar bases."
17,13,19.97,5,4.515000000000001,3,resta,"Desempeño regular en resta, practicar más."
4,17,32.24,5,-33.620000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
14,10,39.78,5,-6.890000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
15,15,32.94,4,-8.969999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
2,2,32.74,5,-15.370000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,7,18.88,1,14.06,5,division,"Excelente desempeño en division, puede avanzar."
1,7,58.24,3,-37.620000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
11,15,27.41,4,-14.205,1,suma,"Bajo desempeño en suma, reforzar bases."
13,0,14.15,3,18.925,6,division,"Excelente desempeño en division, puede avanzar."
13,17,46.53,5,-22.765,1,suma,"Bajo desempeño en suma, reforzar bases."
1,5,40.64,5,-25.82,1,suma,"Bajo desempeño en suma, reforzar bases."
3,1,23.55,3,-7.275,1,suma,"Bajo desempeño en suma, reforzar bases."
16,14,38.46,1,-8.23,1,suma,"Bajo desempeño en suma, reforzar bases."
18,16,24.77,3,-0.3849999999999998,2,suma,"Bajo desempeño en suma, reforzar bases."
9,3,34.53,1,-3.7650000000000006,2,suma,"Bajo desempeño en suma, reforzar bases."
15,20,41.18,3,-20.59,1,suma,"Bajo desempeño en suma, reforzar bases."
5,7,30.27,3,-15.635,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,16.63,4,20.185000000000002,6,division,"Excelente desempeño en division, puede avanzar."
2,14,19.68,1,-26.84,1,suma,"Bajo desempeño en suma, reforzar bases."
3,8,41.4,4,-26.7,1,suma,"Bajo desempeño en suma, reforzar bases."
3,7,5.23,4,-7.115,1,suma,"Bajo desempeño en suma, reforzar bases."
7,9,33.65,5,-16.325,1,suma,"Bajo desempeño en suma, reforzar bases."
5,14,26.6,3,-24.3,1,suma,"Bajo desempeño en suma, reforzar bases."
19,10,34.98,3,5.510000000000002,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
1,10,30.26,5,-28.130000000000003,1,suma,"Bajo desempeño en suma, reforzar bases."
5,4,22.81,1,-7.404999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
18,9,29.54,2,7.73,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
19,9,16.31,4,16.345,6,division,"Excelente desempeño en division, puede avanzar."
10,6,51.88,4,-14.940000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,19,16.09,2,-2.545,2,suma,"Bajo desempeño en suma, reforzar bases."
16,7,32.7,4,5.149999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
15,20,58.26,5,-29.13,1,suma,"Bajo desempeño en suma, reforzar bases."
12,12,32.08,3,-10.04,1,suma,"Bajo desempeño en suma, reforzar bases."
2,7,17.62,4,-15.31,1,suma,"Bajo desempeño en suma, reforzar bases."
4,5,16.71,3,-7.855,1,suma,"Bajo desempeño en suma, reforzar bases."
13,6,15.99,5,9.004999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
4,17,42.14,4,-38.57,1,suma,"Bajo desempeño en suma, reforzar bases."
20,16,32.12,2,-0.05999999999999872,2,suma,"Bajo desempeño en suma, reforzar bases."
15,20,15.96,5,-7.98,1,suma,"Bajo desempeño en suma, reforzar bases."
8,9,44.26,5,-19.63,1,suma,"Bajo desempeño en suma, reforzar bases."
12,17,44.74,1,-23.87,1,suma,"Bajo desempeño en suma, reforzar bases."
15,13,37.64,4,-8.32,1,suma,"Bajo desempeño en suma, reforzar bases."
16,7,24.38,2,9.31,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
20,2,59.43,3,7.285,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
12,6,42.41,1,-6.204999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
18,7,41.38,1,4.809999999999999,3,resta,"Desempeño regular en resta, practicar más."
17,11,38.09,5,-1.5450000000000017,2,suma,"Bajo desempeño en suma, reforzar bases."
13,17,59.58,5,-29.29,1,suma,"Bajo desempeño en suma, reforzar bases."
7,0,45.06,3,-8.530000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
10,13,36.39,4,-17.695,1,suma,"Bajo desempeño en suma, reforzar bases."
3,14,12.12,1,-21.06,1,suma,"Bajo desempeño en suma, reforzar bases."
14,5,10.31,2,15.344999999999999,6,division,"Excelente desempeño en division, puede avanzar."
10,12,20.88,1,-8.44,1,suma,"Bajo desempeño en suma, reforzar bases."
8,10,6.66,1,-2.33,2,suma,"Bajo desempeño en suma, reforzar bases."
9,13,58.89,1,-30.945,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,33.69,2,11.655000000000001,5,division,"Excelente desempeño en division, puede avanzar."
8,2,26.67,1,-0.33500000000000085,2,suma,"Bajo desempeño en suma, reforzar bases."
15,12,35.62,5,-5.809999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
19,8,55.41,4,-1.7049999999999983,2,suma,"Bajo desempeño en suma, reforzar bases."
13,1,25.55,5,11.725,5,division,"Excelente desempeño en division, puede avanzar."
10,6,34.05,1,-6.024999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
4,3,38.93,3,-15.965,1,suma,"Bajo desempeño en suma, reforzar bases."
8,0,58.1,3,-13.05,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,27.35,3,-23.675,1,suma,"Bajo desempeño en suma, reforzar bases."
13,1,9.25,1,19.875,6,division,"Excelente desempeño en division, puede avanzar."
7,2,6.96,5,7.52,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,10,29.99,4,-11.995,1,suma,"Bajo desempeño en suma, reforzar bases."
13,2,50.76,3,-2.379999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
19,16,20.9,5,3.5500000000000007,3,resta,"Desempeño regular en resta, practicar más."
8,14,29.18,2,-19.59,1,suma,"Bajo desempeño en suma, reforzar bases."
0,16,55.92,5,-51.96,1,suma,"Bajo desempeño en suma, reforzar bases."
4,19,39.56,3,-40.28,1,suma,"Bajo desempeño en suma, reforzar bases."
9,20,39.22,1,-31.61,1,suma,"Bajo desempeño en suma, reforzar bases."
8,15,45.64,5,-29.32,1,suma,"Bajo desempeño en suma, reforzar bases."
3,4,57.42,3,-28.71,1,suma,"Bajo desempeño en suma, reforzar bases."
1,18,40.52,1,-45.260000000000005,1,suma,"Bajo desempeño en suma, reforzar bases."
16,8,9.14,4,15.43,6,division,"Excelente desempeño en division, puede avanzar."
10,18,19.1,4,-16.55,1,suma,"Bajo desempeño en suma, reforzar bases."
10,1,57.69,4,-10.344999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
2,6,9.68,4,-9.84,1,suma,"Bajo desempeño en suma, reforzar bases."
16,6,33.62,2,6.190000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
2,5,54.61,4,-30.805,1,suma,"Bajo desempeño en suma, reforzar bases."
12,6,27.41,2,1.295,3,resta,"Desempeño regular en resta, practicar más."
11,7,48.5,3,-12.75,1,suma,"Bajo desempeño en suma, reforzar bases."
9,5,37.4,1,-8.2,1,suma,"Bajo desempeño en suma, reforzar bases."
10,9,24.13,1,-5.5649999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
18,15,27.74,5,-0.3699999999999992,2,suma,"Bajo desempeño en suma, reforzar bases."
5,2,58.89,2,-22.445,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,53.36,1,-1.6799999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
19,0,16.11,4,29.945,6,division,"Excelente desempeño en division, puede avanzar."
13,19,12.16,4,-8.58,1,suma,"Bajo desempeño en suma, reforzar bases."
5,9,37.61,5,-22.305,1,suma,"Bajo desempeño en suma, reforzar bases."
2,20,14.01,1,-33.005,1,suma,"Bajo desempeño en suma, reforzar bases."
6,20,10.32,1,-23.16,1,suma,"Bajo desempeño en suma, reforzar bases."
14,2,35.18,1,7.41,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
11,11,34.51,5,-11.754999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
13,7,57.8,3,-13.399999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
3,17,30.65,2,-34.825,1,suma,"Bajo desempeño en suma, reforzar bases."
6,18,31.87,2,-30.935000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
8,15,14.89,5,-13.945,1,suma,"Bajo desempeño en suma, reforzar bases."
9,5,41.53,2,-10.265,1,suma,"Bajo desempeño en suma, reforzar bases."
1,7,46.68,5,-31.84,1,suma,"Bajo desempeño en suma, reforzar bases."
0,0,32.63,3,-16.315,1,suma,"Bajo desempeño en suma, reforzar bases."
15,9,53.71,2,-10.355,1,suma,"Bajo desempeño en suma, reforzar bases."
15,5,16.86,4,14.07,5,division,"Excelente desempeño en division, puede avanzar."
14,14,21.64,4,-3.8200000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
7,19,44.0,5,-36.5,1,suma,"Bajo desempeño en suma, reforzar bases."
14,10,47.06,3,-10.530000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
2,12,8.37,4,-18.185,1,suma,"Bajo desempeño en suma, reforzar bases."
2,16,45.14,5,-42.57,1,suma,"Bajo desempeño en suma, reforzar bases."
6,15,36.5,2,-28.75,1,suma,"Bajo desempeño en suma, reforzar bases."
0,16,5.87,4,-26.935,1,suma,"Bajo desempeño en suma, reforzar bases."
7,18,10.48,4,-18.240000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
14,3,46.47,5,0.26500000000000057,3,resta,"Desempeño regular en resta, practicar más."
10,4,8.94,1,9.530000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,20,15.59,5,-5.795,1,suma,"Bajo desempeño en suma, reforzar bases."
4,14,32.99,3,-29.495,1,suma,"Bajo desempeño en suma, reforzar bases."
1,18,9.78,5,-29.89,1,suma,"Bajo desempeño en suma, reforzar bases."
5,19,15.45,2,-26.225,1,suma,"Bajo desempeño en suma, reforzar bases."
17,5,59.35,3,-3.1750000000000007,2,suma,"Bajo desempeño en suma, reforzar bases."
2,19,33.41,2,-41.205,1,suma,"Bajo desempeño en suma, reforzar bases."
2,1,59.65,2,-27.325,1,suma,"Bajo desempeño en suma, reforzar bases."
16,16,15.89,5,0.054999999999999716,3,resta,"Desempeño regular en resta, practicar más."
2,0,12.67,2,-2.335,2,suma,"Bajo desempeño en suma, reforzar bases."
5,10,37.97,4,-23.985,1,suma,"Bajo desempeño en suma, reforzar bases."
